University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
sgt-universi,BCA,"AI & Machine Learning,Cyber Security,Data Science",₹60K – ₹200K,3 Yrs,₹3L – ₹10L per annum,"ML Analyst,Junior Data Scientist,AI Developer Trainee,NLP Engineer Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BCA from SGT University (Centre for Distance — recognised for corporate hiring.
sgt-universi,B.Com,Applied Finance,₹60K – ₹200K,3 Yrs,₹2.5L – ₹7L per annum,"Accounts Executive,Tax Trainee,Banking Trainee,Audit Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved B.Com from SGT University (Centre for Distance — recognised for corporate hiring.
universi-of-himachal-pradesh,MBA,General Management,₹38K – ₹38K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Central University of Himachal Prad — recognised for corporate hiring.
universi-of-himachal-pradesh,MCA,Computer Applications,₹70K – ₹70K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Central University of Himachal Prad — recognised for corporate hiring.
mahatma-gandhi-universi,MBA,"Business Analytics,Operations Management,Human Resource Management,Marketing,Finance",₹60K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Mahatma Gandhi University (CDOE) — recognised for corporate hiring.
vellore-institut-of-technolo,MBA,"General Management,Marketing,Operations and supply chain management,Finance,HRM",₹160K – ₹160K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Vellore Institute of Science and Te — recognised for corporate hiring.
karunya-institut-of-technolo,MBA,Finance,₹35K – ₹140K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Karunya Institute of Technology and — recognised for corporate hiring.
karunya-institut-of-technolo,B.Com,General Management,₹0.1L – ₹0.9L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Karunya Institute of Technology and — recognised for corporate hiring.
kurukshe-universi,MBA,"Finance,Marketing,Human Resource Management,Business Analytics,IT Management",₹60K – ₹200K,2 Yrs,₹5L – ₹12L per annum,"Management Trainee,HR Executive,Marketing Executive,Financial Analyst",Industry placements (government university),Industry project and virtual internship,UGC DEB approved MBA from Kurukshetra University – Online (ku — recognised for corporate hiring.
kurukshe-universi,MCA,"General (AI,Cyber Security,Machine Learning,Blockchain,Big Data,Mobile Apps)",₹60K – ₹200K,2 Yrs,₹4L – ₹12L per annum,"Software Developer,ML Trainee,Cyber Security Analyst Trainee",Industry placements,Industry project and virtual internship,UGC DEB approved MCA from Kurukshetra University – Online (ku — recognised for corporate hiring.
kurukshe-universi,BBA,General Management,₹60K – ₹200K,3 Yrs,₹3L – ₹8L per annum,"Management Trainee,Finance Executive,HR Trainee,Marketing Executive",Industry placements (government university),Industry project and virtual internship,UGC DEB approved BBA from Kurukshetra University – Online (ku — recognised for corporate hiring.
kurukshe-universi,B.Com,General Commerce,₹60K – ₹200K,3 Yrs,₹3L – ₹6L per annum,"Accounts Executive,Tax Trainee,Finance Assistant",Industry placements (government university),Industry project and virtual internship,UGC DEB approved B.Com from Kurukshetra University – Online (ku — recognised for corporate hiring.
kurukshe-universi,M.Com,"General Commerce (Taxation,Finance,International Business)",₹60K – ₹200K,2 Yrs,₹4L – ₹10L per annum,"Accounts Executive,Tax Analyst,Finance Analyst",Industry placements,Industry project and virtual internship,UGC DEB approved M.Com from Kurukshetra University – Online (ku — recognised for corporate hiring.
sastra-deemed-universi,MBA,"Marketing Management,Financial Management,Human Resource Management,General Management",₹60K – ₹240K,2 Yrs,₹5L – ₹14L per annum,"Marketing Executive,Brand Trainee,Digital Marketing Executive,Retail Trainee","Accenture,Amazon,Infosys,TATA,Wipro,Top MNCs",Industry project and virtual internship,UGC DEB approved MBA from SASTRA Deemed University – Online ( — recognised for corporate hiring.
sastra-deemed-universi,MCA,"Full Stack Development,Artificial Intelligence & Data Science,Cyber Security",₹0.1L – ₹2.0L,2 Yrs,₹5L – ₹14L per annum,"Software Developer,Python Developer,ML Trainee,Cyber Security Analyst Trainee","Amazon,SAP,Genpact,Wipro,TCS,Infosys,Deloitte,Top MNCs",Industry project and virtual internship,UGC DEB approved MCA from SASTRA Deemed University – Online ( — recognised for corporate hiring.
dr-dy-patil-vidyapeeth,MBA,"Project Mgmt,Blockchain,AI & ML,Agri Business,Marketing Management,Human Resource Management,Finance,IT Management,Operations Management,FinTech Management,Hospital Administration & Healthcare Management,International Business Management,Logistics & Supply Chain Management,Business Analytics",₹0.1L – ₹1.9L,2 Years (4 Semesters),₹5L – ₹18L per annum,"Project Coordinator,Project Manager,Scrum Master,PMO Analyst","ITC,HDFC Bank,Capgemini,Infosys,TCS,Wipro,Accenture,IBM,HCL,Cognizant",Industry project and virtual internship,"UGC DEB approved MBA from Dr. D.Y. Patil Vidyapeeth, Pune – C — recognised for corporate hiring."
jamia-millia-islamia-universi,MBA,"Financial Management,Marketing Management,Human Resource Management,Operations Management",₹50K – ₹50K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Jamia Millia Islamia (JMI) — recognised for corporate hiring.
christ-deemed-to-be,MBA,Business Analytics,₹1090K – ₹1090K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Christ (Deemed to be University) On — recognised for corporate hiring.
christ-deemed-to-be,MCA,Computer Science and IT,₹230K – ₹230K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Christ (Deemed to be University) On — recognised for corporate hiring.
christ-deemed-to-be,BBA,General Management,₹175K – ₹175K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Christ (Deemed to be University) On — recognised for corporate hiring.
christ-deemed-to-be,B.Com,General Management,₹50K – ₹160K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Christ (Deemed to be University) On — recognised for corporate hiring.
shobhit-universi,MBA,"Marketing Management, Financial Management, Human",₹120K – ₹120K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Shobhit Institute of Engineering & — recognised for corporate hiring.
shobhit-universi,MCA,General Management,₹100K – ₹100K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Shobhit Institute of Engineering & — recognised for corporate hiring.
shobhit-universi,BBA,General Management,₹90K – ₹90K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Shobhit Institute of Engineering & — recognised for corporate hiring.
shobhit-universi,BCA,General Management,₹90K – ₹90K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Shobhit Institute of Engineering & — recognised for corporate hiring.
bharati-vidyapee-universi,MBA,"Marketing,Finance,Human Resource Management,International Business,Production & Operations,Information Technology (IT),Business Analytics,Agribusiness,Retail,Project Management,Event Management,Hospitality,Sports Management,Infrastructure Management",₹60K – ₹200K,2 Yrs,₹5L – ₹14L per annum,"Management Trainee,HR Executive,Marketing Executive,Operations Analyst",Top MNCs (university placement support),Industry project and virtual internship,UGC DEB approved MBA from Bharati Vidyapeeth (Deemed to be Un — recognised for corporate hiring.
bharati-vidyapee-universi,MCA,"Data Science,Mobile Computing,Big Data,Cyber Security,Cloud Computing,Linux,IoT,Dot Net,Information Systems,Open-Source Technologies",₹60K – ₹200K,2 Yrs,₹4L – ₹12L per annum,"Software Developer,Data Analyst,Cloud Trainee,ML Engineer Trainee","Top MNCs (Accenture,Amazon,Infosys,TCS,Wipro)",Industry project and virtual internship,UGC DEB approved MCA from Bharati Vidyapeeth (Deemed to be Un — recognised for corporate hiring.
bharati-vidyapee-universi,BBA,"Marketing,Financial Management,Business Analytics,International Business,Production & Operations,Agribusiness,Retail,Project Mgmt,Event Mgmt,Hospitality,Sports",₹60K – ₹200K,3 Yrs,₹3L – ₹8L per annum,"Management Trainee,Marketing Executive,HR Trainee,Finance Trainee",Industry placements (university support),Industry project and virtual internship,UGC DEB approved BBA from Bharati Vidyapeeth (Deemed to be Un — recognised for corporate hiring.
bharati-vidyapee-universi,BCA,"Data Analysis,Information Security,Data Science,Information Systems",₹60K – ₹200K,3 Yrs,₹3L – ₹10L per annum,"Software Developer,Data Analyst,IT Support,Business Analyst Trainee",Industry placements (university support),Industry project and virtual internship,UGC DEB approved BCA from Bharati Vidyapeeth (Deemed to be Un — recognised for corporate hiring.
assam-down-town-universi,MBA,"Project Management,Logistics & Supply Chain Management,Operations Management,HR Management,Finance,Marketing Management",₹60K – ₹200K,2 Yrs (max 4),Not specified,"Management Trainee,Operations Executive,HR Coordinator",Not mentioned,Industry project and virtual internship,UGC DEB approved MBA from Assam Don Bosco University – CDOE ( — recognised for corporate hiring.
assam-down-town-universi,MCA,"Artificial Intelligence & Machine Learning,Data Science",₹60K – ₹200K,2 Yrs (max 4),Not specified,"Data Analyst Trainee,ML Associate,Software Engineer",Not mentioned,Industry project and virtual internship,UGC DEB approved MCA from Assam Don Bosco University – CDOE ( — recognised for corporate hiring.
assam-down-town-universi,BBA,"Marketing Management,Finance,HR Management,Entrepreneurship,Artificial Intelligence",₹60K – ₹200K,3 Yrs (max 5),Not specified,"Management Trainee,Marketing Associate,HR Assistant,Finance Executive",Not mentioned,Industry project and virtual internship,UGC DEB approved BBA from Assam Don Bosco University – CDOE ( — recognised for corporate hiring.
assam-down-town-universi,BCA,Computer Science and Information Technology,₹60K – ₹200K,3 Yrs (max 5),Not specified,"Software Developer,Web Designer,IT Support,Database Assistant",Not mentioned,Industry project and virtual internship,UGC DEB approved BCA from Assam Don Bosco University – CDOE ( — recognised for corporate hiring.
universi-of-lucknow,MBA,"Marketing,Finance,Human Resources (Dual Specialisation — choose any",₹80K – ₹80K,2 Yrs,₹5L – ₹12L per annum,"Management Trainee,HR Executive,Marketing Executive",Industry placements (central university network),Industry project and virtual internship,UGC DEB approved MBA from University of Lucknow – Centre for — recognised for corporate hiring.
universi-of-lucknow,BBA,General Management,₹60K – ₹60K,3 Yrs,₹3L – ₹8L per annum,"Management Trainee,Business Development Trainee",Central university placements,Industry project and virtual internship,UGC DEB approved BBA from University of Lucknow – Centre for — recognised for corporate hiring.
universi-of-lucknow,B.Com,General Commerce,₹30K – ₹30K,3 Yrs,₹3L – ₹6L per annum,"Accounts Executive,Tax Trainee",Central university placements,Industry project and virtual internship,UGC DEB approved B.Com from University of Lucknow – Centre for — recognised for corporate hiring.
universi-of-lucknow,M.Com,Commerce,₹28K – ₹28K,2 Yrs,₹4L – ₹10L per annum,"Accounts Executive,Tax Analyst",Central university placements,Industry project and virtual internship,UGC DEB approved M.Com from University of Lucknow – Centre for — recognised for corporate hiring.
jss-academy-of-higher,MBA,"Hospital Administration,Pharmacy Administration",₹100K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from JSS Academy of Higher Education & R — recognised for corporate hiring.
jss-academy-of-higher,BBA,Hospital and Health System Management,₹0.1L – ₹0.9L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from JSS Academy of Higher Education & R — recognised for corporate hiring.
alliance-universi,MBA,"Marketing, Finance, Human Resource Management,",₹37K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Alliance University (Online) — recognised for corporate hiring.
alliance-universi,BBA,"Finance, Marketing, Human Resource Management,",₹0.2L – ₹1.1L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Alliance University (Online) — recognised for corporate hiring.
alliance-universi,B.Com,"Accounting and Taxation,Finance",₹0.1L – ₹0.8L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Alliance University (Online) — recognised for corporate hiring.
desh-bhagat-universi,MBA,"General Management,Finance",₹60K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Desh Bhagat University (DBU Online) — recognised for corporate hiring.
desh-bhagat-universi,BBA,General Management,₹60K – ₹200K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Desh Bhagat University (DBU Online) — recognised for corporate hiring.
desh-bhagat-universi,B.Com,General Management,₹60K – ₹200K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Desh Bhagat University (DBU Online) — recognised for corporate hiring.
ganpat-universi,MBA,"Marketing,Finance,Human Resource Management",₹97K – ₹97K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Ganpat University — recognised for corporate hiring.
ganpat-universi,MCA,"General (Electives in Data Science,Agile)",₹97K – ₹97K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Ganpat University — recognised for corporate hiring.
ganpat-universi,BBA,"Marketing,Finance",₹90K – ₹90K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Ganpat University — recognised for corporate hiring.
amet-universi,MBA,Shipping & Logistics Management,₹200K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from AMET University (Academy of Maritim — recognised for corporate hiring.
amet-universi,BBA,General Management,₹150K – ₹150K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from AMET University (Academy of Maritim — recognised for corporate hiring.
amet-universi,B.Com,General Management,₹120K – ₹120K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from AMET University (Academy of Maritim — recognised for corporate hiring.
guru-nanak-dev-universi,MBA,General (contact university for specialisations),₹27K – ₹55K,2 Yrs,₹5L – ₹12L per annum,"Management Trainee,Business Analyst",Industry placements,Industry project and virtual internship,UGC DEB approved MBA from Guru Nanak Dev University – ODL (gn — recognised for corporate hiring.
guru-nanak-dev-universi,MCA,General Computer Applications,₹38K – ₹76K,2 Yrs,₹4L – ₹10L per annum,"Software Developer,Systems Analyst",Industry placements,Industry project and virtual internship,UGC DEB approved MCA from Guru Nanak Dev University – ODL (gn — recognised for corporate hiring.
guru-nanak-dev-universi,M.Com,Commerce,₹17K – ₹34K,2 Yrs,₹4L – ₹10L per annum,"Accounts Executive,Tax Analyst",Industry placements,Industry project and virtual internship,UGC DEB approved M.Com from Guru Nanak Dev University – ODL (gn — recognised for corporate hiring.
jaypee-universi,MBA,"IT & Business Analytics,Marketing,Human Resource Management,Finance",₹40K – ₹160K,2 Yrs,₹5L – ₹12L per annum,"Marketing Executive,Brand Trainee,Digital Marketing Trainee","JIIT placement partners,Industry MNCs",Industry project and virtual internship,UGC DEB approved MBA from Jaypee Institute of Information Tec — recognised for corporate hiring.
jaypee-universi,BBA,General Management,₹0.2L – ₹1.2L,3 Yrs,₹3L – ₹7L per annum,"Management Trainee,Marketing Executive,HR Trainee,Finance Trainee",JIIT placement partners,Industry project and virtual internship,UGC DEB approved BBA from Jaypee Institute of Information Tec — recognised for corporate hiring.
savitrib-phule-pune-universi,BBA,"Marketing,Finance,Human Resource Management",₹60K – ₹200K,3 Yrs,₹4L – ₹10L per annum,"Management Trainee,Marketing Executive,Finance Trainee,HR Executive,Operations Trainee","TCS,Infosys,Wipro,Capgemini,Cognizant,Tech Mahindra,L&T,Mahindra & Mahindra,Bajaj Auto,Persistent Systems",Industry project and virtual internship,UGC DEB approved BBA from Savitribai Phule Pune University (S — recognised for corporate hiring.
savitrib-phule-pune-universi,BCA,"General (C,C++,Java,Python,Web,DBMS,Android,Dot Net,Software Testing)",₹60K – ₹200K,3 Yrs,₹4L – ₹12L per annum,"Java Developer,Python Developer,Web Developer,Android Developer Trainee,Software Tester","TCS,Infosys,Wipro,Capgemini,Cognizant,Tech Mahindra,L&T,Mahindra & Mahindra,Bajaj Auto,Persistent Systems",Industry project and virtual internship,UGC DEB approved BCA from Savitribai Phule Pune University (S — recognised for corporate hiring.
srm-sikkim-universi,MBA,"Finance,Marketing,Human Resource Management",₹1.70L total,2 Years (4 Semesters),₹4L – ₹10L per annum,"Business Analyst,Marketing Manager,Financial Consultant,HR Manager","HDFC Bank,OYO,Flipkart,ECOLAB,Wipro",Project (Semester 4),"UGC DEB approved MBA from SRM University Sikkim — NAAC A+, SRM Group. AI-driven platform with Coursera certifications and 3000+ company placement network."
srm-sikkim-universi,MCA,"Cyber Security,Big Data Analytics,Mean Stack Web Development,IoT,Data Visualization",₹1.45L total,2 Years (4 Semesters),₹5L – ₹12L per annum,"Software Developer,Web Developer,IoT Developer,Data Scientist,ML Engineer","HDFC Bank,OYO,Flipkart,Wipro,IT Services Companies",Mini Project (Sem 3) + Project Work (Sem 4),"UGC DEB approved MCA from SRM Sikkim — NAAC A+. Industry-relevant curriculum with AI-driven learning and 7,000+ international courses."
srm-sikkim-universi,BBA,"General Management,Digital Marketing,Business Analytics with AI","₹1.17L total (₹19,500/sem)",3 Years (6 Semesters),₹2.85L – ₹4L per annum,"Marketing Trainee,HR Executive,Operations Executive,Content Manager","IT Companies,Retail Chains,FMCG Brands,Digital Marketing Agencies",Project (Semester 6),UGC DEB approved BBA from SRM University Sikkim — NAAC A+. AI-driven platform with specialisations in Digital Marketing and Business Analytics.
srm-sikkim-universi,BCA,"General Management,Artificial Intelligence & Machine Learning,Data Science","₹1.17L total (₹19,500/sem)",3 Years (6 Semesters),₹3.5L – ₹6L per annum,"Software Developer Trainee,Web Designer,IT Support Engineer,Data Analyst","Accenture,Amazon,Infosys,TATA,IT Services Firms",Mini Project (Sem 5) + Project Work (Sem 6),"UGC DEB approved BCA from SRM Sikkim — NAAC A+. Future-ready curriculum integrating ML, blockchain, and cloud from UG level."
sathyaba-institut-of-science,MBA,"Finance,Marketing,Human Resource Management,Systems,Operations Management,Business Analytics,Healthcare,Tourism & Hospitality,Entrepreneurship",₹45K – ₹90K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Sathyabama Institute of Science and — recognised for corporate hiring.
sathyaba-institut-of-science,BBA,General Management,₹15K – ₹45K,3 Years (6 Semesters),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Sathyabama Institute of Science and — recognised for corporate hiring.
vellore-vit-online,MCA,General Management,₹140K – ₹140K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Vellore Institute of Technology (VI — recognised for corporate hiring.
vellore-vit-online,MSc,Data Science,₹150K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MSc from Vellore Institute of Technology (VI — recognised for corporate hiring.
karunya-kcode-universi,MBA,Finance,₹35K – ₹140K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Karunya Institute of Technology and — recognised for corporate hiring.
karunya-kcode-universi,B.Com,General Management,₹0.1L – ₹0.9L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Karunya Institute of Technology and — recognised for corporate hiring.
anna-universi,MBA,General Management,₹150K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Anna University (Centre for Distanc — recognised for corporate hiring.
anna-universi,MCA,General Management,₹100K – ₹100K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Anna University (Centre for Distanc — recognised for corporate hiring.
vels-institut-of-science,MBA,"Marketing Management,Finance,Human Re",₹35K – ₹140K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,"UGC DEB approved MBA from Vels Institute of Science, Technolo — recognised for corporate hiring."
vels-institut-of-science,BBA,General Management,₹0.1L – ₹0.8L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,"UGC DEB approved BBA from Vels Institute of Science, Technolo — recognised for corporate hiring."
northcap-universi,BBA,"Marketing, Finance, HR",₹72K – ₹72K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from The NorthCap University (NCU Online — recognised for corporate hiring.
northcap-universi,B.Com,General Management,₹48K – ₹48K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from The NorthCap University (NCU Online — recognised for corporate hiring.
noida-internat-universi,MBA,"General Management,Marketing,Finance,Human Resource Management",₹29K – ₹118K,2 Yrs,₹5L – ₹14L per annum,"Management Trainee,Analyst,Operations Trainee,Healthcare Admin Trainee","Google,Microsoft,Amazon,HDFC Bank,ICICI Bank,LG,Deloitte",Industry project and virtual internship,UGC DEB approved MBA from Noida International University – On — recognised for corporate hiring.
noida-internat-universi,BBA,General Management,₹0.2L – ₹1.1L,3 Yrs,₹3L – ₹7L per annum,"Management Trainee,Marketing Executive,HR Trainee,Finance Trainee","Google,Microsoft,Amazon,HDFC,ICICI,LG,Deloitte",Industry project and virtual internship,UGC DEB approved BBA from Noida International University – On — recognised for corporate hiring.
iift,MBA,"International Business (Finance, Marketing, Strate",₹60K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Indian Institute of Foreign Trade ( — recognised for corporate hiring.
gujarat-technolo-universi,MBA,International Business,₹80K – ₹80K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Gujarat Technological University (G — recognised for corporate hiring.
birla-institut-of-technolo,MBA,"Finance,Marketing,Human Resource Management,Business Analy",₹60K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Birla Institute of Technology (BIT) — recognised for corporate hiring.
alvas-college,MBA,Business Analytics Pathway,₹30K – ₹120K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Alva's College (Autonomous) - ACU — recognised for corporate hiring.
datta-meghe-institut-of,MBA,"Marketing,Finance,Human Resource Management",₹80K – ₹80K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Datta Meghe Institute of Higher Edu — recognised for corporate hiring.
kiit-universi,M.Com,International Business,₹29K – ₹119K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved M.Com from KIIT Deemed to be University — recognised for corporate hiring.
centurio-universi-of-technolo,MBA,"Business Analytics,Finance,Healthcare Management,Human Resource Management,Marketing,Pharmaceutical Management",₹140K – ₹140K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Centurion University of Technology — recognised for corporate hiring.
guru-kashi-universi,MCA,General Management,₹60K – ₹200K,2 Years,₹4L – ₹12L per annum,Not Mentioned Mid Level Roles: Not Mentioned Senior,"TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Guru Kashi University (GKU Online) — recognised for corporate hiring.
jaipur-national-universi,BBA,"Fintech, Digital Marketing, Aviation Management",₹104K – ₹104K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Jaipur National University (Online — recognised for corporate hiring.
